problem,category,source,submission_id,date,language,result,time_seconds,memory_kb,dmoj_url
acc6p13,Other,solutions/Other/acc6p13.cpp,5498478,2023-04-24T02:37:28+00:00,CPP14,AC,0.003435642,3416.0,https://dmoj.ca/problem/acc6p13
acc6p2,Other,solutions/Other/acc6p2.cpp,4949573,2022-10-18T22:35:25+00:00,CPP14,AC,0.337724361,3436.0,https://dmoj.ca/problem/acc6p2
acc6p3,Other,solutions/Other/acc6p3.cpp,5722637,2023-08-20T14:37:36+00:00,CPP14,AC,0.369839111,3716.0,https://dmoj.ca/problem/acc6p3
acc6p8,Other,solutions/Other/acc6p8.cpp,5722642,2023-08-20T14:43:24+00:00,CPP14,AC,0.346792007,3464.0,https://dmoj.ca/problem/acc6p8
acc6p9,Other,solutions/Other/acc6p9.cpp,4914032,2022-10-07T17:46:06+00:00,CPP14,AC,0.0,0.0,https://dmoj.ca/problem/acc6p9
acc7p1,Other,solutions/Other/acc7p1.cpp,4953115,2022-10-20T02:37:10+00:00,CPP14,AC,1.808209359,3436.0,https://dmoj.ca/problem/acc7p1
acmtryouts0a,Other,solutions/Other/acmtryouts0a.cpp,5181053,2023-01-03T11:37:53+00:00,CPP14,AC,0.00352826,3488.0,https://dmoj.ca/problem/acmtryouts0a
acoinproblem,Other,solutions/Other/acoinproblem.cpp,5504337,2023-04-27T19:16:28+00:00,CPP14,AC,0.946431555,5628.0,https://dmoj.ca/problem/acoinproblem
acsl1p6,Other,solutions/Other/acsl1p6.java,6034762,2023-12-29T01:28:04+00:00,JAVA8,AC,0.56820414,43616.0,https://dmoj.ca/problem/acsl1p6
afd1p1,Other,solutions/Other/afd1p1.cpp,4914047,2022-10-07T17:49:59+00:00,CPP14,AC,0.837400309,3416.0,https://dmoj.ca/problem/afd1p1
afd1p2,Other,solutions/Other/afd1p2.cpp,5213022,2023-01-13T20:52:37+00:00,CPP14,AC,0.036899105,3472.0,https://dmoj.ca/problem/afd1p2
afd1p3,Other,solutions/Other/afd1p3.cpp,4914149,2022-10-07T18:29:39+00:00,CPP14,AC,0.003489493,3472.0,https://dmoj.ca/problem/afd1p3
afd1p4,Other,solutions/Other/afd1p4.cpp,5498483,2023-04-24T02:39:22+00:00,CPP14,AC,0.003408719,3332.0,https://dmoj.ca/problem/afd1p4
afd1p5,Other,solutions/Other/afd1p5.txt,5498489,2023-04-24T02:41:51+00:00,TEXT,AC,0.002375785,1692.0,https://dmoj.ca/problem/afd1p5
afd1p6,Other,solutions/Other/afd1p6.cpp,6045358,2024-01-02T19:38:45+00:00,CPP14,AC,0.003591002,3436.0,https://dmoj.ca/problem/afd1p6
ahardergame,Other,solutions/Other/ahardergame.cpp,5538798,2023-05-13T14:35:37+00:00,CPP14,AC,0.775741632,3716.0,https://dmoj.ca/problem/ahardergame
alexquiz2,Other,solutions/Other/alexquiz2.cpp,4781287,2022-08-19T04:33:34+00:00,CPP14,AC,0.919264755,4204.0,https://dmoj.ca/problem/alexquiz2
anoisyclass,Other,solutions/Other/anoisyclass.cpp,5050258,2022-11-20T17:36:41+00:00,CPP14,AC,0.042054933,3748.0,https://dmoj.ca/problem/anoisyclass
aplusb,Other,solutions/Other/aplusb.c,4852092,2022-09-18T19:25:18+00:00,C,AC,0.02577803,1488.0,https://dmoj.ca/problem/aplusb
aplusb2,Other,solutions/Other/aplusb2.cpp,6802760,2024-12-11T19:11:45+00:00,CPP14,AC,0.185933149,4472.0,https://dmoj.ca/problem/aplusb2
atimesb,Other,solutions/Other/atimesb.cpp,6528058,2024-08-01T23:24:56+00:00,CPP14,AC,2.197936505,152380.0,https://dmoj.ca/problem/atimesb
avatarbalance,Other,solutions/Other/avatarbalance.cpp,4929139,2022-10-11T19:41:17+00:00,CPP14,AC,0.01633681,3344.0,https://dmoj.ca/problem/avatarbalance
avatarfire,Other,solutions/Other/avatarfire.cpp,5403663,2023-03-11T15:28:41+00:00,CPP14,AC,0.017595393,3492.0,https://dmoj.ca/problem/avatarfire
avatarwater,Other,solutions/Other/avatarwater.c,5395019,2023-03-07T17:09:27+00:00,C,AC,0.014199456,1564.0,https://dmoj.ca/problem/avatarwater
avocadotrees,Other,solutions/Other/avocadotrees.cpp,5367523,2023-02-23T14:18:48+00:00,CPP14,AC,0.658953469,10508.0,https://dmoj.ca/problem/avocadotrees
backtrack1,Other,solutions/Other/backtrack1.cpp,5404617,2023-03-11T23:16:18+00:00,CPP14,AC,0.04385514,3496.0,https://dmoj.ca/problem/backtrack1
bbc08d,Other,solutions/Other/bbc08d.txt,5477297,2023-04-16T15:29:07+00:00,TEXT,AC,0.004066911,1680.0,https://dmoj.ca/problem/bbc08d
bbc08f,Other,solutions/Other/bbc08f.cpp,5495380,2023-04-22T18:50:15+00:00,CPP14,AC,0.026757089,3444.0,https://dmoj.ca/problem/bbc08f
bbc08h,Other,solutions/Other/bbc08h.cpp,6057534,2024-01-07T14:30:53+00:00,CPP14,AC,0.410494637,3632.0,https://dmoj.ca/problem/bbc08h
bbc09d,Other,solutions/Other/bbc09d.cpp,5477212,2023-04-16T14:34:29+00:00,CPP14,AC,0.131780514,4704.0,https://dmoj.ca/problem/bbc09d
bdep,Other,solutions/Other/bdep.cpp,5089741,2022-12-04T15:21:13+00:00,CPP14,AC,0.115698891,3412.0,https://dmoj.ca/problem/bdep
bf1,Other,solutions/Other/bf1.cpp,5069421,2022-11-27T02:39:00+00:00,CPP14,AC,0.006814735,3460.0,https://dmoj.ca/problem/bf1
bf1easy,Other,solutions/Other/bf1easy.c,6041448,2023-12-31T23:16:01+00:00,C,AC,0.590512451,1580.0,https://dmoj.ca/problem/bf1easy
bf1hard,Other,solutions/Other/bf1hard.py,5464439,2023-04-10T01:37:31+00:00,PY3,AC,0.648338668,15168.0,https://dmoj.ca/problem/bf1hard
bf2,Other,solutions/Other/bf2.cpp,4993801,2022-10-31T20:26:18+00:00,CPP14,AC,0.016838887,3716.0,https://dmoj.ca/problem/bf2
bf3,Other,solutions/Other/bf3.cpp,4781278,2022-08-19T04:30:35+00:00,CPP14,AC,0.044132043,3464.0,https://dmoj.ca/problem/bf3
bfs17p1,Other,solutions/Other/bfs17p1.cpp,5069466,2022-11-27T02:54:53+00:00,CPP14,AC,0.022408537,3456.0,https://dmoj.ca/problem/bfs17p1
bfs19p1,Other,solutions/Other/bfs19p1.cpp,5181063,2023-01-03T12:15:27+00:00,CPP14,AC,2.028212251,3488.0,https://dmoj.ca/problem/bfs19p1
binary,Other,solutions/Other/binary.cpp,5361177,2023-02-21T01:32:53+00:00,CPP14,AC,0.016765151,3424.0,https://dmoj.ca/problem/binary
bitduplication,Other,solutions/Other/bitduplication.cpp,5493798,2023-04-21T21:58:45+00:00,CPP14,AC,0.563353948,1508.0,https://dmoj.ca/problem/bitduplication
bobhatestriangles,Other,solutions/Other/bobhatestriangles.c,5463352,2023-04-09T18:24:22+00:00,C,AC,0.447543039,1540.0,https://dmoj.ca/problem/bobhatestriangles
bobsrocks,Other,solutions/Other/bobsrocks.c,5032307,2022-11-14T15:34:12+00:00,C,AC,0.702219766,1568.0,https://dmoj.ca/problem/bobsrocks
bobstemple,Other,solutions/Other/bobstemple.cpp,6041472,2023-12-31T23:32:03+00:00,CPP14,AC,4.866429354,17948.0,https://dmoj.ca/problem/bobstemple
boolean,Other,solutions/Other/boolean.cpp,5059024,2022-11-23T17:40:34+00:00,CPP14,AC,1.67493598,3376.0,https://dmoj.ca/problem/boolean
bpc1j1,Other,solutions/Other/bpc1j1.cpp,5069508,2022-11-27T03:04:42+00:00,CPP14,AC,0.792981049,3400.0,https://dmoj.ca/problem/bpc1j1
bsat,Other,solutions/Other/bsat.cpp,5529012,2023-05-07T17:44:20+00:00,CPP14,AC,25.215069594,101692.0,https://dmoj.ca/problem/bsat
bsspc21j1,Other,solutions/Other/bsspc21j1.cpp,5003093,2022-11-04T01:51:10+00:00,CPP14,AC,0.092399654,3368.0,https://dmoj.ca/problem/bsspc21j1
bsspc21j2,Other,solutions/Other/bsspc21j2.cpp,5181057,2023-01-03T11:58:58+00:00,CPP14,AC,0.078103791,3492.0,https://dmoj.ca/problem/bsspc21j2
bsspc21j4,Other,solutions/Other/bsspc21j4.cpp,6042577,2024-01-01T15:34:20+00:00,CPP14,AC,1.174708602,23648.0,https://dmoj.ca/problem/bsspc21j4
bsspc21j5,Other,solutions/Other/bsspc21j5.cpp,6437625,2024-06-11T15:10:22+00:00,CPP14,AC,0.812198792,4516.0,https://dmoj.ca/problem/bsspc21j5
bsspc22c1p1,Other,solutions/Other/bsspc22c1p1.cpp,5112279,2022-12-11T19:37:51+00:00,CPP14,AC,0.042870025,3436.0,https://dmoj.ca/problem/bsspc22c1p1
bsspc22c1p2,Other,solutions/Other/bsspc22c1p2.cpp,5112330,2022-12-11T19:48:04+00:00,CPP14,AC,0.010947397,3464.0,https://dmoj.ca/problem/bsspc22c1p2
bsspc22c1p3,Other,solutions/Other/bsspc22c1p3.cpp,5112501,2022-12-11T20:34:15+00:00,CPP14,AC,0.382863374,11260.0,https://dmoj.ca/problem/bsspc22c1p3
bsspc22c1p4,Other,solutions/Other/bsspc22c1p4.java,5113269,2022-12-12T00:13:54+00:00,JAVA,AC,4.457123298,66640.0,https://dmoj.ca/problem/bsspc22c1p4
btoi02p4,Other,solutions/Other/btoi02p4.cpp,6053702,2024-01-05T23:51:38+00:00,CPP14,AC,0.053571277,3484.0,https://dmoj.ca/problem/btoi02p4
btoi07p3,Other,solutions/Other/btoi07p3.cpp,4840658,2022-09-14T23:42:33+00:00,CPP14,AC,0.75470572,11568.0,https://dmoj.ca/problem/btoi07p3
btoi09p3,Other,solutions/Other/btoi09p3.cpp,5541623,2023-05-14T23:52:11+00:00,CPP14,AC,0.127230657,3992.0,https://dmoj.ca/problem/btoi09p3
btoi10p3,Other,solutions/Other/btoi10p3.cpp,6340166,2024-04-13T17:08:16+00:00,CPP14,AC,0.111515546,8572.0,https://dmoj.ca/problem/btoi10p3
bts17p2,Other,solutions/Other/bts17p2.cpp,6118539,2024-01-29T03:22:01+00:00,CPP14,AC,0.035142722,3708.0,https://dmoj.ca/problem/bts17p2
bts18p2,Other,solutions/Other/bts18p2.cpp,5112934,2022-12-11T22:35:49+00:00,CPP14,AC,0.499418143,10344.0,https://dmoj.ca/problem/bts18p2
bts18p3,Other,solutions/Other/bts18p3.py,6118574,2024-01-29T03:33:35+00:00,PYPY3,AC,4.136975269,69652.0,https://dmoj.ca/problem/bts18p3
ccc00j1,CCC,solutions/CCC/ccc00j1.cpp,6062192,2024-01-09T01:48:30+00:00,CPP14,AC,0.09434851,3532.0,https://dmoj.ca/problem/ccc00j1
ccc00j2,CCC,solutions/CCC/ccc00j2.cpp,6335895,2024-04-11T12:54:07+00:00,CPP14,AC,0.017763149,3496.0,https://dmoj.ca/problem/ccc00j2
ccc00s1,CCC,solutions/CCC/ccc00s1.py,5031629,2022-11-14T04:22:27+00:00,PYPY3,AC,0.312607031,61344.0,https://dmoj.ca/problem/ccc00s1
ccc00s2,CCC,solutions/CCC/ccc00s2.cpp,4800137,2022-08-27T13:27:11+00:00,CPP14,AC,0.020380627,3656.0,https://dmoj.ca/problem/ccc00s2
ccc00s4,CCC,solutions/CCC/ccc00s4.cpp,5359753,2023-02-20T17:36:51+00:00,CPP14,AC,0.024332457,3856.0,https://dmoj.ca/problem/ccc00s4
ccc01j2,CCC,solutions/CCC/ccc01j2.cpp,4932918,2022-10-12T23:09:20+00:00,CPP14,AC,0.017540925,3452.0,https://dmoj.ca/problem/ccc01j2
ccc01s3,CCC,solutions/CCC/ccc01s3.java,4922088,2022-10-09T21:41:38+00:00,JAVA8,AC,0.34295716,40336.0,https://dmoj.ca/problem/ccc01s3
ccc01s4,CCC,solutions/CCC/ccc01s4.cpp,4832695,2022-09-12T03:24:23+00:00,CPP14,AC,0.021025449,3640.0,https://dmoj.ca/problem/ccc01s4
ccc01s5,CCC,solutions/CCC/ccc01s5.cpp,5503711,2023-04-27T11:27:45+00:00,CPP14,AC,0.421400627,3308.0,https://dmoj.ca/problem/ccc01s5
ccc02s1,CCC,solutions/CCC/ccc02s1.cpp,5359331,2023-02-20T14:12:19+00:00,CPP14,AC,0.010471325,3636.0,https://dmoj.ca/problem/ccc02s1
ccc02s2,CCC,solutions/CCC/ccc02s2.cpp,6062280,2024-01-09T02:07:41+00:00,CPP14,AC,0.029892167,3520.0,https://dmoj.ca/problem/ccc02s2
ccc02s4,CCC,solutions/CCC/ccc02s4.cpp,4942493,2022-10-16T13:48:18+00:00,CPP14,AC,0.016896266,3344.0,https://dmoj.ca/problem/ccc02s4
ccc02s5,CCC,solutions/CCC/ccc02s5.cpp,6062479,2024-01-09T03:15:45+00:00,CPP14,AC,0.033767631,3780.0,https://dmoj.ca/problem/ccc02s5
ccc03j1,CCC,solutions/CCC/ccc03j1.cpp,6165126,2024-02-09T01:41:47+00:00,CPP14,AC,0.016640525,3480.0,https://dmoj.ca/problem/ccc03j1
ccc03j2,CCC,solutions/CCC/ccc03j2.cpp,5070272,2022-11-27T13:48:20+00:00,CPP14,AC,0.003525498,3688.0,https://dmoj.ca/problem/ccc03j2
ccc03s3,CCC,solutions/CCC/ccc03s3.java,4899854,2022-10-03T11:33:46+00:00,JAVA,AC,0.604147529,66256.0,https://dmoj.ca/problem/ccc03s3
ccc03s4,CCC,solutions/CCC/ccc03s4.cpp,6063247,2024-01-09T15:26:01+00:00,CPP14,AC,0.13081961,15984.0,https://dmoj.ca/problem/ccc03s4
ccc03s5,CCC,solutions/CCC/ccc03s5.cpp,6060966,2024-01-08T18:33:14+00:00,CPP14,AC,0.052840076,4884.0,https://dmoj.ca/problem/ccc03s5
ccc04j1,CCC,solutions/CCC/ccc04j1.cpp,4926877,2022-10-11T02:31:31+00:00,CPP14,AC,0.016903802,3688.0,https://dmoj.ca/problem/ccc04j1
ccc04j2,CCC,solutions/CCC/ccc04j2.cpp,4986639,2022-10-29T17:47:01+00:00,CPP14,AC,0.026870489,3432.0,https://dmoj.ca/problem/ccc04j2
ccc04j3,CCC,solutions/CCC/ccc04j3.cpp,4977674,2022-10-28T02:54:59+00:00,CPP14,AC,0.013577555,3460.0,https://dmoj.ca/problem/ccc04j3
ccc04s4,CCC,solutions/CCC/ccc04s4.cpp,6174442,2024-02-11T16:15:05+00:00,CPP14,AC,0.017338407,3704.0,https://dmoj.ca/problem/ccc04s4
ccc05j1,CCC,solutions/CCC/ccc05j1.cpp,5320055,2023-02-12T14:43:06+00:00,CPP14,AC,0.014883297,3660.0,https://dmoj.ca/problem/ccc05j1
ccc05j2,CCC,solutions/CCC/ccc05j2.cpp,4990513,2022-10-30T22:47:38+00:00,CPP14,AC,0.013260607,3424.0,https://dmoj.ca/problem/ccc05j2
ccc05j5,CCC,solutions/CCC/ccc05j5.cpp,5504642,2023-04-27T22:45:12+00:00,CPP14,AC,0.009339257,3460.0,https://dmoj.ca/problem/ccc05j5
ccc05s1,CCC,solutions/CCC/ccc05s1.py,4736195,2022-07-30T20:08:00+00:00,PY3,AC,0.031827746,9748.0,https://dmoj.ca/problem/ccc05s1
ccc05s2,CCC,solutions/CCC/ccc05s2.cpp,4776250,2022-08-17T01:26:48+00:00,CPP14,AC,0.020418743,3436.0,https://dmoj.ca/problem/ccc05s2
ccc05s4,CCC,solutions/CCC/ccc05s4.py,4943508,2022-10-16T21:25:32+00:00,PY3,AC,0.022503834,9116.0,https://dmoj.ca/problem/ccc05s4
ccc05s5,CCC,solutions/CCC/ccc05s5.cpp,6173155,2024-02-11T03:31:51+00:00,CPP14,AC,0.312120365,9248.0,https://dmoj.ca/problem/ccc05s5
ccc06j4,CCC,solutions/CCC/ccc06j4.cpp,5030773,2022-11-13T22:14:39+00:00,CPP14,AC,0.033390543,3348.0,https://dmoj.ca/problem/ccc06j4
ccc06s3,CCC,solutions/CCC/ccc06s3.cpp,6105902,2024-01-25T03:53:07+00:00,CPP14,AC,0.017654509,3388.0,https://dmoj.ca/problem/ccc06s3
ccc07j5,CCC,solutions/CCC/ccc07j5.cpp,5321102,2023-02-12T18:00:02+00:00,CPP14,AC,0.024536303,3468.0,https://dmoj.ca/problem/ccc07j5
ccc07s3,CCC,solutions/CCC/ccc07s3.cpp,4946844,2022-10-18T00:16:42+00:00,CPP14,AC,0.017353282,3440.0,https://dmoj.ca/problem/ccc07s3
ccc07s4,CCC,solutions/CCC/ccc07s4.py,5213644,2023-01-14T00:30:55+00:00,PY3,AC,0.129158329,10588.0,https://dmoj.ca/problem/ccc07s4
ccc07s5,CCC,solutions/CCC/ccc07s5.java,5376192,2023-02-26T18:18:37+00:00,JAVA,AC,1.113481327,132612.0,https://dmoj.ca/problem/ccc07s5
ccc08j4,CCC,solutions/CCC/ccc08j4.cpp,6341411,2024-04-14T02:07:31+00:00,CPP14,AC,0.003494225,3408.0,https://dmoj.ca/problem/ccc08j4
ccc08s3,CCC,solutions/CCC/ccc08s3.java,4920465,2022-10-09T12:10:26+00:00,JAVA8,AC,0.326404859,40412.0,https://dmoj.ca/problem/ccc08s3
ccc08s5,CCC,solutions/CCC/ccc08s5.cpp,4924089,2022-10-10T13:29:57+00:00,CPP14,AC,0.095450691,4308.0,https://dmoj.ca/problem/ccc08s5
ccc09j1,CCC,solutions/CCC/ccc09j1.cpp,5229411,2023-01-19T03:21:06+00:00,CPP14,AC,0.010726383,3520.0,https://dmoj.ca/problem/ccc09j1
ccc09s1,CCC,solutions/CCC/ccc09s1.cpp,4756214,2022-08-08T01:59:37+00:00,CPP14,AC,0.016394985,3892.0,https://dmoj.ca/problem/ccc09s1
ccc09s2,CCC,solutions/CCC/ccc09s2.cpp,5559659,2023-05-26T00:10:50+00:00,CPP14,AC,0.016637975,3360.0,https://dmoj.ca/problem/ccc09s2
ccc09s3,CCC,solutions/CCC/ccc09s3.java,4853657,2022-09-19T01:27:32+00:00,JAVA8,AC,0.267332769,26992.0,https://dmoj.ca/problem/ccc09s3
ccc09s4,CCC,solutions/CCC/ccc09s4.cpp,5405863,2023-03-12T18:04:17+00:00,CPP14,AC,3.938953258,122096.0,https://dmoj.ca/problem/ccc09s4
ccc09s5,CCC,solutions/CCC/ccc09s5.cpp,4922008,2022-10-09T21:19:32+00:00,CPP14,AC,0.208679181,120852.0,https://dmoj.ca/problem/ccc09s5
ccc10j1,CCC,solutions/CCC/ccc10j1.cpp,4943067,2022-10-16T18:59:45+00:00,CPP14,AC,0.039560452,3704.0,https://dmoj.ca/problem/ccc10j1
ccc10j5,CCC,solutions/CCC/ccc10j5.cpp,4853654,2022-09-19T01:26:48+00:00,CPP14,AC,0.027828179,3516.0,https://dmoj.ca/problem/ccc10j5
ccc10s1,CCC,solutions/CCC/ccc10s1.cpp,5408682,2023-03-14T14:05:45+00:00,CPP14,AC,0.081737109,4392.0,https://dmoj.ca/problem/ccc10s1
ccc10s2,CCC,solutions/CCC/ccc10s2.cpp,4732665,2022-07-29T15:21:58+00:00,CPP14,AC,0.019421328,3464.0,https://dmoj.ca/problem/ccc10s2
ccc10s3,CCC,solutions/CCC/ccc10s3.cpp,4815318,2022-09-04T21:26:52+00:00,CPP14,AC,0.162187104,3532.0,https://dmoj.ca/problem/ccc10s3
ccc11j1,CCC,solutions/CCC/ccc11j1.cpp,4990522,2022-10-30T22:53:03+00:00,CPP14,AC,0.020096053,3396.0,https://dmoj.ca/problem/ccc11j1
ccc11j2,CCC,solutions/CCC/ccc11j2.cpp,4810400,2022-09-02T00:39:40+00:00,CPP14,AC,0.033736314,4012.0,https://dmoj.ca/problem/ccc11j2
ccc11j3,CCC,solutions/CCC/ccc11j3.cpp,5079678,2022-11-30T13:01:26+00:00,CPP14,AC,0.01640412,3404.0,https://dmoj.ca/problem/ccc11j3
ccc11j5,CCC,solutions/CCC/ccc11j5.cpp,6179639,2024-02-12T16:54:21+00:00,CPP14,AC,0.016466772,3524.0,https://dmoj.ca/problem/ccc11j5
ccc11s1,CCC,solutions/CCC/ccc11s1.cpp,5079679,2022-11-30T13:01:49+00:00,CPP14,AC,0.043461799999999995,3740.0,https://dmoj.ca/problem/ccc11s1
ccc11s2,CCC,solutions/CCC/ccc11s2.cpp,4732861,2022-07-29T16:34:21+00:00,CPP14,AC,0.017503582,3460.0,https://dmoj.ca/problem/ccc11s2
ccc11s3,CCC,solutions/CCC/ccc11s3.cpp,4806497,2022-08-31T01:48:43+00:00,CPP14,AC,0.020550693,3480.0,https://dmoj.ca/problem/ccc11s3
ccc11s5,CCC,solutions/CCC/ccc11s5.cpp,6201131,2024-02-17T02:36:22+00:00,CPP14,AC,0.54112515,22252.0,https://dmoj.ca/problem/ccc11s5
ccc12j1,CCC,solutions/CCC/ccc12j1.cpp,4930018,2022-10-11T23:29:48+00:00,CPP14,AC,0.034829146,3644.0,https://dmoj.ca/problem/ccc12j1
ccc12j2,CCC,solutions/CCC/ccc12j2.cpp,4803864,2022-08-29T21:23:52+00:00,CPP14,AC,0.01621292,3452.0,https://dmoj.ca/problem/ccc12j2
ccc12j3,CCC,solutions/CCC/ccc12j3.cpp,5051248,2022-11-20T23:15:49+00:00,CPP14,AC,0.079701757,3368.0,https://dmoj.ca/problem/ccc12j3
ccc12j4,CCC,solutions/CCC/ccc12j4.cpp,5089728,2022-12-04T15:17:15+00:00,CPP14,AC,0.01617837,3412.0,https://dmoj.ca/problem/ccc12j4
ccc12s1,CCC,solutions/CCC/ccc12s1.cpp,5051249,2022-11-20T23:16:04+00:00,CPP14,AC,0.016693867,3368.0,https://dmoj.ca/problem/ccc12s1
ccc12s2,CCC,solutions/CCC/ccc12s2.cpp,5091568,2022-12-05T03:20:24+00:00,CPP14,AC,0.017799997,3476.0,https://dmoj.ca/problem/ccc12s2
ccc12s3,CCC,solutions/CCC/ccc12s3.java,5094134,2022-12-06T04:24:29+00:00,JAVA,AC,1.128399787,75220.0,https://dmoj.ca/problem/ccc12s3
ccc12s5,CCC,solutions/CCC/ccc12s5.cpp,4911202,2022-10-06T19:13:40+00:00,CPP14,AC,0.023166702,3428.0,https://dmoj.ca/problem/ccc12s5
ccc13j1,CCC,solutions/CCC/ccc13j1.cpp,5002960,2022-11-04T01:00:25+00:00,CPP14,AC,0.016605478,3420.0,https://dmoj.ca/problem/ccc13j1
ccc13j2,CCC,solutions/CCC/ccc13j2.cpp,4810627,2022-09-02T02:54:30+00:00,CPP14,AC,0.040935934,3480.0,https://dmoj.ca/problem/ccc13j2
ccc13j4,CCC,solutions/CCC/ccc13j4.py,5030932,2022-11-13T23:05:25+00:00,PYPY3,AC,0.303947819,60692.0,https://dmoj.ca/problem/ccc13j4
ccc13s1,CCC,solutions/CCC/ccc13s1.cpp,5030768,2022-11-13T22:13:51+00:00,CPP14,AC,0.051570628,3456.0,https://dmoj.ca/problem/ccc13s1
ccc13s2,CCC,solutions/CCC/ccc13s2.cpp,5030770,2022-11-13T22:14:08+00:00,CPP14,AC,0.051373348,3840.0,https://dmoj.ca/problem/ccc13s2
ccc13s3,CCC,solutions/CCC/ccc13s3.py,4842895,2022-09-15T21:14:48+00:00,PYPY,AC,0.19857754,59156.0,https://dmoj.ca/problem/ccc13s3
ccc13s4,CCC,solutions/CCC/ccc13s4.cpp,5550568,2023-05-20T01:47:15+00:00,CPP14,AC,1.4150038290000002,35328.0,https://dmoj.ca/problem/ccc13s4
ccc13s5,CCC,solutions/CCC/ccc13s5.cpp,4962588,2022-10-23T02:28:43+00:00,CPP14,AC,0.090276933,3396.0,https://dmoj.ca/problem/ccc13s5
ccc14j1,CCC,solutions/CCC/ccc14j1.cpp,4821074,2022-09-07T21:38:19+00:00,CPP14,AC,0.11196911699999998,3656.0,https://dmoj.ca/problem/ccc14j1
ccc14j2,CCC,solutions/CCC/ccc14j2.cpp,4811269,2022-09-02T16:34:15+00:00,CPP14,AC,0.040292884,3488.0,https://dmoj.ca/problem/ccc14j2
ccc14j3,CCC,solutions/CCC/ccc14j3.cpp,5013111,2022-11-07T19:52:54+00:00,CPP14,AC,0.017825452,3584.0,https://dmoj.ca/problem/ccc14j3
ccc14s1,CCC,solutions/CCC/ccc14s1.cpp,5013074,2022-11-07T19:41:54+00:00,CPP14,AC,0.01678803,3392.0,https://dmoj.ca/problem/ccc14s1
ccc14s2,CCC,solutions/CCC/ccc14s2.cpp,5013069,2022-11-07T19:40:32+00:00,CPP14,AC,0.034397767,3388.0,https://dmoj.ca/problem/ccc14s2
ccc14s3,CCC,solutions/CCC/ccc14s3.cpp,5013064,2022-11-07T19:38:52+00:00,CPP14,AC,0.05582239199999999,4640.0,https://dmoj.ca/problem/ccc14s3
ccc15j1,CCC,solutions/CCC/ccc15j1.cpp,4821076,2022-09-07T21:40:36+00:00,CPP14,AC,0.035909111,3492.0,https://dmoj.ca/problem/ccc15j1
ccc15j2,CCC,solutions/CCC/ccc15j2.cpp,4939018,2022-10-15T03:17:16+00:00,CPP14,AC,0.028254424,3340.0,https://dmoj.ca/problem/ccc15j2
ccc15j3,CCC,solutions/CCC/ccc15j3.cpp,4806502,2022-08-31T01:53:30+00:00,CPP14,AC,0.024404796,3508.0,https://dmoj.ca/problem/ccc15j3
ccc15j4,CCC,solutions/CCC/ccc15j4.py,5002933,2022-11-04T00:48:16+00:00,PYPY3,AC,0.181705472,60704.0,https://dmoj.ca/problem/ccc15j4
ccc15j5,CCC,solutions/CCC/ccc15j5.cpp,5427692,2023-03-23T01:46:29+00:00,CPP14,AC,0.035210189,3472.0,https://dmoj.ca/problem/ccc15j5
ccc15s1,CCC,solutions/CCC/ccc15s1.cpp,4990549,2022-10-30T23:09:25+00:00,CPP14,AC,0.863680455,3772.0,https://dmoj.ca/problem/ccc15s1
ccc15s2,CCC,solutions/CCC/ccc15s2.cpp,4990551,2022-10-30T23:09:43+00:00,CPP14,AC,0.58101959,45732.0,https://dmoj.ca/problem/ccc15s2
ccc15s3,CCC,solutions/CCC/ccc15s3.c,4848092,2022-09-17T16:30:23+00:00,C,AC,0.061238513,1836.0,https://dmoj.ca/problem/ccc15s3
ccc15s4,CCC,solutions/CCC/ccc15s4.cpp,5289213,2023-02-05T18:29:40+00:00,CPP14,AC,0.171890385,7340.0,https://dmoj.ca/problem/ccc15s4
ccc16j1,CCC,solutions/CCC/ccc16j1.cpp,4939009,2022-10-15T03:13:51+00:00,CPP14,AC,0.025042688,3468.0,https://dmoj.ca/problem/ccc16j1
ccc16j2,CCC,solutions/CCC/ccc16j2.cpp,4817799,2022-09-05T23:15:39+00:00,CPP14,AC,0.045589401,3420.0,https://dmoj.ca/problem/ccc16j2
ccc16j3,CCC,solutions/CCC/ccc16j3.cpp,4811277,2022-09-02T16:47:43+00:00,CPP14,AC,0.032637603,3508.0,https://dmoj.ca/problem/ccc16j3
ccc16j4,CCC,solutions/CCC/ccc16j4.cpp,5057364,2022-11-23T01:40:24+00:00,CPP14,AC,0.064089031,3584.0,https://dmoj.ca/problem/ccc16j4
ccc16s1,CCC,solutions/CCC/ccc16s1.cpp,4965294,2022-10-24T00:04:11+00:00,CPP14,AC,0.072001917,3408.0,https://dmoj.ca/problem/ccc16s1
ccc16s2,CCC,solutions/CCC/ccc16s2.cpp,4965297,2022-10-24T00:04:36+00:00,CPP14,AC,0.070205778,3340.0,https://dmoj.ca/problem/ccc16s2
ccc16s3,CCC,solutions/CCC/ccc16s3.cpp,5465009,2023-04-10T12:23:32+00:00,CPP14,AC,0.351903321,13976.0,https://dmoj.ca/problem/ccc16s3
ccc16s4,CCC,solutions/CCC/ccc16s4.cpp,5493650,2023-04-21T20:32:27+00:00,CPP14,AC,0.31355424,4072.0,https://dmoj.ca/problem/ccc16s4
ccc17j1,CCC,solutions/CCC/ccc17j1.cpp,4840674,2022-09-14T23:45:40+00:00,CPP14,AC,0.049101607,3404.0,https://dmoj.ca/problem/ccc17j1
