problem,category,source,submission_id,date,language,result,time_seconds,memory_kb,dmoj_url
ccc17j2,CCC,solutions/CCC/ccc17j2.cpp,4808677,2022-09-01T02:08:09+00:00,CPP14,AC,0.049737426,3480.0,https://dmoj.ca/problem/ccc17j2
ccc17j3,CCC,solutions/CCC/ccc17j3.py,5212057,2023-01-13T12:41:48+00:00,PY3,AC,0.410253841,9120.0,https://dmoj.ca/problem/ccc17j3
ccc17j4,CCC,solutions/CCC/ccc17j4.cpp,4947022,2022-10-18T01:00:43+00:00,CPP14,AC,0.060217653,3388.0,https://dmoj.ca/problem/ccc17j4
ccc17s1,CCC,solutions/CCC/ccc17s1.cpp,4943495,2022-10-16T21:24:19+00:00,CPP14,AC,0.175600821,4204.0,https://dmoj.ca/problem/ccc17s1
ccc17s2,CCC,solutions/CCC/ccc17s2.cpp,4943501,2022-10-16T21:24:43+00:00,CPP14,AC,0.055092448,3392.0,https://dmoj.ca/problem/ccc17s2
ccc17s3,CCC,solutions/CCC/ccc17s3.cpp,4943504,2022-10-16T21:25:06+00:00,CPP14,AC,0.377467237,3372.0,https://dmoj.ca/problem/ccc17s3
ccc17s4,CCC,solutions/CCC/ccc17s4.cpp,5355014,2023-02-19T03:27:10+00:00,CPP17,AC,4.609927524,9704.0,https://dmoj.ca/problem/ccc17s4
ccc18j1,CCC,solutions/CCC/ccc18j1.cpp,4937376,2022-10-14T18:48:43+00:00,CPP14,AC,0.053596335,3396.0,https://dmoj.ca/problem/ccc18j1
ccc18j2,CCC,solutions/CCC/ccc18j2.cpp,4938958,2022-10-15T02:55:31+00:00,CPP14,AC,0.040392707,3464.0,https://dmoj.ca/problem/ccc18j2
ccc18j3,CCC,solutions/CCC/ccc18j3.cpp,4932450,2022-10-12T19:19:45+00:00,CPP14,AC,0.013322396,3480.0,https://dmoj.ca/problem/ccc18j3
ccc18j5,CCC,solutions/CCC/ccc18j5.java,4868106,2022-09-23T22:56:57+00:00,JAVA,AC,3.039271376,62916.0,https://dmoj.ca/problem/ccc18j5
ccc18s1,CCC,solutions/CCC/ccc18s1.cpp,4922082,2022-10-09T21:40:01+00:00,CPP14,AC,0.056445115,3636.0,https://dmoj.ca/problem/ccc18s1
ccc18s2,CCC,solutions/CCC/ccc18s2.cpp,4922085,2022-10-09T21:41:14+00:00,CPP14,AC,0.077854324,4024.0,https://dmoj.ca/problem/ccc18s2
ccc18s3,CCC,solutions/CCC/ccc18s3.cpp,5303608,2023-02-09T03:12:47+00:00,CPP17,AC,0.04208744,3560.0,https://dmoj.ca/problem/ccc18s3
ccc18s4,CCC,solutions/CCC/ccc18s4.cpp,5532679,2023-05-10T01:05:44+00:00,CPP14,AC,5.925109737,5800.0,https://dmoj.ca/problem/ccc18s4
ccc19j1,CCC,solutions/CCC/ccc19j1.cpp,4937841,2022-10-14T21:32:56+00:00,CPP14,AC,0.046867462,3400.0,https://dmoj.ca/problem/ccc19j1
ccc19j2,CCC,solutions/CCC/ccc19j2.cpp,4938995,2022-10-15T03:09:33+00:00,CPP14,AC,0.017710424,3392.0,https://dmoj.ca/problem/ccc19j2
ccc19j3,CCC,solutions/CCC/ccc19j3.cpp,4913224,2022-10-07T13:18:44+00:00,CPP14,AC,0.016964309,3372.0,https://dmoj.ca/problem/ccc19j3
ccc19s1,CCC,solutions/CCC/ccc19s1.cpp,4899837,2022-10-03T11:25:34+00:00,CPP14,AC,0.108620597,5232.0,https://dmoj.ca/problem/ccc19s1
ccc19s2,CCC,solutions/CCC/ccc19s2.cpp,4899840,2022-10-03T11:26:34+00:00,CPP14,AC,0.3087932,3464.0,https://dmoj.ca/problem/ccc19s2
ccc19s3,CCC,solutions/CCC/ccc19s3.cpp,5002748,2022-11-03T23:51:40+00:00,CPP14,AC,0.294518093,3392.0,https://dmoj.ca/problem/ccc19s3
ccc19s4,CCC,solutions/CCC/ccc19s4.cpp,4987325,2022-10-29T21:49:21+00:00,CPP14,AC,2.586362954,38296.0,https://dmoj.ca/problem/ccc19s4
ccc20j1,CCC,solutions/CCC/ccc20j1.cpp,4930007,2022-10-11T23:27:44+00:00,CPP14,AC,0.049967328,3396.0,https://dmoj.ca/problem/ccc20j1
ccc20j2,CCC,solutions/CCC/ccc20j2.cpp,4813115,2022-09-03T17:23:53+00:00,CPP14,AC,0.063624934,3408.0,https://dmoj.ca/problem/ccc20j2
ccc20j3,CCC,solutions/CCC/ccc20j3.py,4875863,2022-09-26T01:22:30+00:00,PY3,AC,0.432080615,9784.0,https://dmoj.ca/problem/ccc20j3
ccc20j4,CCC,solutions/CCC/ccc20j4.py,4875866,2022-09-26T01:23:05+00:00,PY3,AC,0.848510481,9620.0,https://dmoj.ca/problem/ccc20j4
ccc20s1,CCC,solutions/CCC/ccc20s1.cpp,4875873,2022-09-26T01:24:21+00:00,CPP14,AC,0.566764672,9932.0,https://dmoj.ca/problem/ccc20s1
ccc20s2,CCC,solutions/CCC/ccc20s2.cpp,4882470,2022-09-28T11:35:33+00:00,CPP14,AC,3.224631494,224460.0,https://dmoj.ca/problem/ccc20s2
ccc20s2hard,CCC,solutions/CCC/ccc20s2hard.cpp,5464017,2023-04-09T23:12:48+00:00,CPP14,AC,30.601478962,394120.0,https://dmoj.ca/problem/ccc20s2hard
ccc20s3,CCC,solutions/CCC/ccc20s3.cpp,4808708,2022-09-01T02:27:35+00:00,CPP14,AC,2.71923964,12196.0,https://dmoj.ca/problem/ccc20s3
ccc20s5,CCC,solutions/CCC/ccc20s5.cpp,5563412,2023-05-28T11:39:52+00:00,CPP14,AC,2.695884703,13464.0,https://dmoj.ca/problem/ccc20s5
ccc21j1,CCC,solutions/CCC/ccc21j1.cpp,4987002,2022-10-29T19:57:46+00:00,CPP14,AC,0.027268334,3412.0,https://dmoj.ca/problem/ccc21j1
ccc21j2,CCC,solutions/CCC/ccc21j2.cpp,4987085,2022-10-29T20:33:20+00:00,CPP14,AC,0.03162356,3388.0,https://dmoj.ca/problem/ccc21j2
ccc21j3,CCC,solutions/CCC/ccc21j3.cpp,4817825,2022-09-05T23:24:16+00:00,CPP14,AC,0.04933452,3508.0,https://dmoj.ca/problem/ccc21j3
ccc21j4,CCC,solutions/CCC/ccc21j4.py,4873267,2022-09-25T12:39:22+00:00,PY3,AC,0.488489479,10624.0,https://dmoj.ca/problem/ccc21j4
ccc21s1,CCC,solutions/CCC/ccc21s1.cpp,4853650,2022-09-19T01:25:38+00:00,CPP14,AC,0.036934463,3780.0,https://dmoj.ca/problem/ccc21s1
ccc21s2,CCC,solutions/CCC/ccc21s2.cpp,4853652,2022-09-19T01:26:06+00:00,CPP14,AC,4.105969015,48008.0,https://dmoj.ca/problem/ccc21s2
ccc21s3,CCC,solutions/CCC/ccc21s3.cpp,4843334,2022-09-16T00:40:33+00:00,CPP14,AC,2.625852346,19116.0,https://dmoj.ca/problem/ccc21s3
ccc21s4,CCC,solutions/CCC/ccc21s4.cpp,5432840,2023-03-25T18:21:03+00:00,CPP14,AC,5.297838331,23116.0,https://dmoj.ca/problem/ccc21s4
ccc22j1,CCC,solutions/CCC/ccc22j1.cpp,5069526,2022-11-27T03:10:15+00:00,CPP14,AC,0.028963685,3500.0,https://dmoj.ca/problem/ccc22j1
ccc22j2,CCC,solutions/CCC/ccc22j2.cpp,5184048,2023-01-04T13:56:22+00:00,CPP14,AC,0.02537434,3504.0,https://dmoj.ca/problem/ccc22j2
ccc22j5,CCC,solutions/CCC/ccc22j5.cpp,5379967,2023-02-28T17:11:28+00:00,CPP14,AC,0.126836891,3476.0,https://dmoj.ca/problem/ccc22j5
ccc22s1,CCC,solutions/CCC/ccc22s1.cpp,5220144,2023-01-16T01:56:08+00:00,CPP14,AC,0.171096811,3624.0,https://dmoj.ca/problem/ccc22s1
ccc22s2,CCC,solutions/CCC/ccc22s2.cpp,4841206,2022-09-15T01:55:15+00:00,CPP14,AC,5.537683069,43956.0,https://dmoj.ca/problem/ccc22s2
ccc22s3,CCC,solutions/CCC/ccc22s3.cpp,4894203,2022-10-01T20:28:34+00:00,CPP14,AC,2.312858623,11632.0,https://dmoj.ca/problem/ccc22s3
ccc23j1,CCC,solutions/CCC/ccc23j1.c,5384565,2023-03-02T12:39:00+00:00,C,AC,0.019127394,1556.0,https://dmoj.ca/problem/ccc23j1
ccc23j2,CCC,solutions/CCC/ccc23j2.cpp,5353884,2023-02-18T21:34:38+00:00,CPP14,AC,0.013446082,3436.0,https://dmoj.ca/problem/ccc23j2
ccc23j3,CCC,solutions/CCC/ccc23j3.py,5354145,2023-02-18T22:40:33+00:00,PYPY3,AC,0.609727479,56828.0,https://dmoj.ca/problem/ccc23j3
ccc23j5,CCC,solutions/CCC/ccc23j5.cpp,5357127,2023-02-19T19:44:11+00:00,CPP14,AC,0.072426025,3464.0,https://dmoj.ca/problem/ccc23j5
ccc23s1,CCC,solutions/CCC/ccc23s1.c,5372657,2023-02-25T15:19:53+00:00,C,AC,0.180827953,3116.0,https://dmoj.ca/problem/ccc23s1
ccc23s2,CCC,solutions/CCC/ccc23s2.cpp,5359756,2023-02-20T17:38:09+00:00,CPP14,AC,3.272228556,188784.0,https://dmoj.ca/problem/ccc23s2
ccc23s3,CCC,solutions/CCC/ccc23s3.cpp,5366554,2023-02-23T02:40:44+00:00,CPP14,AC,0.8468331620000003,7640.0,https://dmoj.ca/problem/ccc23s3
ccc24j1,CCC,solutions/CCC/ccc24j1.c,6274311,2024-03-08T14:49:09+00:00,C,AC,0.016463621,1576.0,https://dmoj.ca/problem/ccc24j1
ccc24j2,CCC,solutions/CCC/ccc24j2.c,6274319,2024-03-08T14:55:37+00:00,C,AC,0.025328483,1560.0,https://dmoj.ca/problem/ccc24j2
ccc24s1,CCC,solutions/CCC/ccc24s1.c,6253417,2024-02-28T20:41:02+00:00,C,AC,1.982159591,5472.0,https://dmoj.ca/problem/ccc24s1
ccc24s2,CCC,solutions/CCC/ccc24s2.cpp,6253418,2024-02-28T20:42:18+00:00,CPP14,AC,0.164789162,4852.0,https://dmoj.ca/problem/ccc24s2
ccc96s1,CCC,solutions/CCC/ccc96s1.c,5403985,2023-03-11T17:56:30+00:00,CLANG,AC,0.002989849,1840.0,https://dmoj.ca/problem/ccc96s1
ccc96s2,CCC,solutions/CCC/ccc96s2.cpp,4798670,2022-08-26T16:20:33+00:00,CPP14,AC,0.014167271,3460.0,https://dmoj.ca/problem/ccc96s2
ccc97s2,CCC,solutions/CCC/ccc97s2.cpp,5403813,2023-03-11T16:39:56+00:00,CPP14,AC,0.013560777,1568.0,https://dmoj.ca/problem/ccc97s2
ccc98s1,CCC,solutions/CCC/ccc98s1.cpp,4778478,2022-08-18T00:56:33+00:00,CPP14,AC,0.012375189,3472.0,https://dmoj.ca/problem/ccc98s1
ccc98s2,CCC,solutions/CCC/ccc98s2.txt,5495086,2023-04-22T15:44:38+00:00,TEXT,AC,0.003938308,1692.0,https://dmoj.ca/problem/ccc98s2
cccjqrp1,CCC,solutions/CCC/cccjqrp1.cpp,4905731,2022-10-04T22:14:12+00:00,CPP14,AC,0.830168797,3388.0,https://dmoj.ca/problem/cccjqrp1
cccjqrp3,CCC,solutions/CCC/cccjqrp3.cpp,5503747,2023-04-27T11:39:52+00:00,CPP14,AC,0.261808591,3696.0,https://dmoj.ca/problem/cccjqrp3
cchange,Other,solutions/Other/cchange.cpp,5414535,2023-03-17T16:38:09+00:00,CPP14,AC,0.04425418,3468.0,https://dmoj.ca/problem/cchange
cco05p5,CCO,solutions/CCO/cco05p5.cpp,5494125,2023-04-22T00:40:13+00:00,CPP20,AC,0.046157605,3644.0,https://dmoj.ca/problem/cco05p5
cco07p1,CCO,solutions/CCO/cco07p1.cpp,6215073,2024-02-19T03:35:44+00:00,CPP14,AC,0.036873904,3564.0,https://dmoj.ca/problem/cco07p1
cco07p2,CCO,solutions/CCO/cco07p2.cpp,5434555,2023-03-26T18:05:08+00:00,CPP14,AC,2.170511957,50340.0,https://dmoj.ca/problem/cco07p2
cco10p6,CCO,solutions/CCO/cco10p6.cpp,5429559,2023-03-23T22:56:00+00:00,CPP14,AC,0.034043451,3412.0,https://dmoj.ca/problem/cco10p6
cco12p2,CCO,solutions/CCO/cco12p2.cpp,5390451,2023-03-05T15:33:46+00:00,CPP17,AC,0.713758257,8572.0,https://dmoj.ca/problem/cco12p2
cco13p1,CCO,solutions/CCO/cco13p1.cpp,5497530,2023-04-23T17:23:53+00:00,CPP14,AC,0.166323774,3372.0,https://dmoj.ca/problem/cco13p1
cco14p1,CCO,solutions/CCO/cco14p1.java,5404471,2023-03-11T22:08:10+00:00,JAVA,AC,3.090578765,112216.0,https://dmoj.ca/problem/cco14p1
cco14p4,CCO,solutions/CCO/cco14p4.cpp,5558735,2023-05-25T11:27:05+00:00,CPP14,AC,0.119272007,4252.0,https://dmoj.ca/problem/cco14p4
cco17p1,CCO,solutions/CCO/cco17p1.cpp,6053632,2024-01-05T23:24:59+00:00,CPP14,AC,0.16464456,3556.0,https://dmoj.ca/problem/cco17p1
cco17p5,CCO,solutions/CCO/cco17p5.cpp,5505118,2023-04-28T01:53:37+00:00,CPP14,AC,3.02097473,5860.0,https://dmoj.ca/problem/cco17p5
cco18p1,CCO,solutions/CCO/cco18p1.cpp,5425382,2023-03-22T01:59:23+00:00,CPP14,AC,0.090794991,7232.0,https://dmoj.ca/problem/cco18p1
cco18p2,CCO,solutions/CCO/cco18p2.txt,5497651,2023-04-23T18:36:52+00:00,TEXT,AC,0.002414498,1660.0,https://dmoj.ca/problem/cco18p2
cco19p5,CCO,solutions/CCO/cco19p5.cpp,5729685,2023-08-24T01:53:33+00:00,CPP14,AC,2.242979899,26480.0,https://dmoj.ca/problem/cco19p5
cco96p1,CCO,solutions/CCO/cco96p1.cpp,5429577,2023-03-23T23:14:34+00:00,CPP14,AC,0.003523857,3576.0,https://dmoj.ca/problem/cco96p1
cco97p2,CCO,solutions/CCO/cco97p2.cpp,5463983,2023-04-09T23:03:00+00:00,CPP14,AC,0.481121488,3840.0,https://dmoj.ca/problem/cco97p2
cco98p1,CCO,solutions/CCO/cco98p1.cpp,4830691,2022-09-11T19:30:07+00:00,CPP14,AC,0.004048799,3544.0,https://dmoj.ca/problem/cco98p1
cheerio1j3,Other,solutions/Other/cheerio1j3.cpp,5360752,2023-02-20T22:39:24+00:00,CPP14,AC,0.584869192,6448.0,https://dmoj.ca/problem/cheerio1j3
cheerio1s2,Other,solutions/Other/cheerio1s2.java,5495592,2023-04-22T20:18:41+00:00,JAVA,AC,2.172576787,385064.0,https://dmoj.ca/problem/cheerio1s2
cheerio3p1,Other,solutions/Other/cheerio3p1.cpp,5290002,2023-02-05T21:17:27+00:00,CPP14,AC,0.146050857,4376.0,https://dmoj.ca/problem/cheerio3p1
cheerio3p2,Other,solutions/Other/cheerio3p2.cpp,5290263,2023-02-05T22:15:30+00:00,CPP14,AC,0.101799898,8136.0,https://dmoj.ca/problem/cheerio3p2
chocolate,Other,solutions/Other/chocolate.cpp,5360059,2023-02-20T18:48:52+00:00,CPP14,AC,0.003566969,3468.0,https://dmoj.ca/problem/chocolate
coci06c1p1,COCI,solutions/COCI/coci06c1p1.cpp,5069538,2022-11-27T03:13:53+00:00,CPP14,AC,0.032534718,3460.0,https://dmoj.ca/problem/coci06c1p1
coci06c1p2,COCI,solutions/COCI/coci06c1p2.c,6181130,2024-02-12T23:47:18+00:00,C,AC,0.02790938,1576.0,https://dmoj.ca/problem/coci06c1p2
coci06c1p5,COCI,solutions/COCI/coci06c1p5.cpp,5559243,2023-05-25T19:31:57+00:00,CPP14,AC,0.960496129,19956.0,https://dmoj.ca/problem/coci06c1p5
coci06c2p1,COCI,solutions/COCI/coci06c2p1.cpp,5186679,2023-01-05T03:32:48+00:00,CPP14,AC,0.03646452,3500.0,https://dmoj.ca/problem/coci06c2p1
coci06c2p4,COCI,solutions/COCI/coci06c2p4.cpp,4993874,2022-10-31T20:41:55+00:00,CPP14,AC,0.02760458,1508.0,https://dmoj.ca/problem/coci06c2p4
coci06c2p5,COCI,solutions/COCI/coci06c2p5.cpp,6187541,2024-02-14T14:27:39+00:00,CPP14,AC,0.057628473,6036.0,https://dmoj.ca/problem/coci06c2p5
coci06c3p3,COCI,solutions/COCI/coci06c3p3.cpp,6188816,2024-02-14T20:34:27+00:00,CPP14,AC,0.034520876,3476.0,https://dmoj.ca/problem/coci06c3p3
coci06c4p4,COCI,solutions/COCI/coci06c4p4.cpp,6340928,2024-04-13T22:33:28+00:00,CPP14,AC,0.149801827,3688.0,https://dmoj.ca/problem/coci06c4p4
coci07c2p3,COCI,solutions/COCI/coci07c2p3.cpp,5009839,2022-11-06T18:07:23+00:00,CPP11,AC,0.026494413,3444.0,https://dmoj.ca/problem/coci07c2p3
coci07c4p4,COCI,solutions/COCI/coci07c4p4.cpp,5445459,2023-04-01T02:16:51+00:00,CPP14,AC,0.044798396,3540.0,https://dmoj.ca/problem/coci07c4p4
coci08c2p3,COCI,solutions/COCI/coci08c2p3.cpp,6172896,2024-02-11T02:30:06+00:00,CPP14,AC,0.023521014,3476.0,https://dmoj.ca/problem/coci08c2p3
coci08c3p2,COCI,solutions/COCI/coci08c3p2.cpp,5364134,2023-02-22T02:46:15+00:00,CPP14,AC,0.017001679,3488.0,https://dmoj.ca/problem/coci08c3p2
coci09c4p5,COCI,solutions/COCI/coci09c4p5.cpp,4986988,2022-10-29T19:51:14+00:00,CPP14,AC,0.136282048,19884.0,https://dmoj.ca/problem/coci09c4p5
coci13c4p4,COCI,solutions/COCI/coci13c4p4.cpp,5465064,2023-04-10T12:55:33+00:00,CPP14,AC,1.234881287,3920.0,https://dmoj.ca/problem/coci13c4p4
coci14c1p2,COCI,solutions/COCI/coci14c1p2.cpp,6340589,2024-04-13T20:31:42+00:00,CPP14,AC,0.016942853,3480.0,https://dmoj.ca/problem/coci14c1p2
coci14c1p4,COCI,solutions/COCI/coci14c1p4.cpp,6342612,2024-04-14T18:29:42+00:00,CPP14,AC,0.088866524,7136.0,https://dmoj.ca/problem/coci14c1p4
coci14c2p3,COCI,solutions/COCI/coci14c2p3.cpp,5425340,2023-03-22T01:44:44+00:00,CPP14,AC,0.358907656,3528.0,https://dmoj.ca/problem/coci14c2p3
coci14c4p3,COCI,solutions/COCI/coci14c4p3.cpp,5460004,2023-04-08T02:48:45+00:00,CPP14,AC,0.181686185,5712.0,https://dmoj.ca/problem/coci14c4p3
coci14c6p4,COCI,solutions/COCI/coci14c6p4.c,5449722,2023-04-02T17:26:58+00:00,C,AC,0.37104532700000004,1868.0,https://dmoj.ca/problem/coci14c6p4
coci14c7p3,COCI,solutions/COCI/coci14c7p3.cpp,5433793,2023-03-26T01:58:41+00:00,CPP14,AC,0.059840143,7560.0,https://dmoj.ca/problem/coci14c7p3
coci15c1p3,COCI,solutions/COCI/coci15c1p3.cpp,6099119,2024-01-22T21:43:12+00:00,CPP14,AC,0.858912506,3580.0,https://dmoj.ca/problem/coci15c1p3
coci15c2p2,COCI,solutions/COCI/coci15c2p2.cpp,4949566,2022-10-18T22:33:49+00:00,CPP14,AC,0.036269956,3356.0,https://dmoj.ca/problem/coci15c2p2
coci15c4p3,COCI,solutions/COCI/coci15c4p3.cpp,5529043,2023-05-07T18:04:42+00:00,CPP14,AC,0.437105366,3384.0,https://dmoj.ca/problem/coci15c4p3
coci18c4p2,COCI,solutions/COCI/coci18c4p2.java,4990552,2022-10-30T23:10:24+00:00,JAVA,AC,3.408356708,80160.0,https://dmoj.ca/problem/coci18c4p2
coci19c3p5,COCI,solutions/COCI/coci19c3p5.c,6175663,2024-02-11T20:11:17+00:00,C,AC,0.283215961,1624.0,https://dmoj.ca/problem/coci19c3p5
coci19c4p2,COCI,solutions/COCI/coci19c4p2.cpp,5458341,2023-04-07T15:53:42+00:00,CPP14,AC,4.391506561,10248.0,https://dmoj.ca/problem/coci19c4p2
coci19c5p2,COCI,solutions/COCI/coci19c5p2.java,5027869,2022-11-12T22:10:31+00:00,JAVA,AC,2.867437595,56048.0,https://dmoj.ca/problem/coci19c5p2
coci20c4p1,COCI,solutions/COCI/coci20c4p1.cpp,4796891,2022-08-25T15:42:27+00:00,CPP14,AC,0.053247469,3508.0,https://dmoj.ca/problem/coci20c4p1
coci20c4p2,COCI,solutions/COCI/coci20c4p2.cpp,4784625,2022-08-20T17:04:02+00:00,CPP14,AC,19.563119551,17368.0,https://dmoj.ca/problem/coci20c4p2
coci20c6p1,COCI,solutions/COCI/coci20c6p1.cpp,5559890,2023-05-26T03:04:03+00:00,CPP14,AC,0.028233093,3452.0,https://dmoj.ca/problem/coci20c6p1
coci21c6p3,COCI,solutions/COCI/coci21c6p3.cpp,5090102,2022-12-04T18:20:55+00:00,CPP14,AC,3.111288845,16508.0,https://dmoj.ca/problem/coci21c6p3
coci22c4p1,COCI,solutions/COCI/coci22c4p1.py,5418547,2023-03-19T17:24:15+00:00,PYPY3,AC,0.722461962,57020.0,https://dmoj.ca/problem/coci22c4p1
coi06p1,Other,solutions/Other/coi06p1.cpp,5738510,2023-08-28T18:48:15+00:00,CPP14,AC,0.296147661,3404.0,https://dmoj.ca/problem/coi06p1
collatz,Other,solutions/Other/collatz.cpp,5038757,2022-11-17T12:25:23+00:00,CPP14,AC,0.016804744,3400.0,https://dmoj.ca/problem/collatz
cpc19c1p2,Other,solutions/Other/cpc19c1p2.cpp,6528081,2024-08-01T23:36:23+00:00,CPP14,AC,0.353685285,4076.0,https://dmoj.ca/problem/cpc19c1p2
cpc21c1p0,Other,solutions/Other/cpc21c1p0.cpp,5222258,2023-01-17T00:30:05+00:00,CPP14,AC,0.365988119,3472.0,https://dmoj.ca/problem/cpc21c1p0
cpc21c1p4,Other,solutions/Other/cpc21c1p4.cpp,5051246,2022-11-20T23:15:35+00:00,CPP14,AC,12.482354292,26712.0,https://dmoj.ca/problem/cpc21c1p4
ctuopen2017a,Other,solutions/Other/ctuopen2017a.cpp,5433096,2023-03-25T20:29:23+00:00,CPP14,AC,0.007559084,3440.0,https://dmoj.ca/problem/ctuopen2017a
deathgun,Other,solutions/Other/deathgun.cpp,5409164,2023-03-14T18:28:44+00:00,CPP14,AC,0.037704829,3568.0,https://dmoj.ca/problem/deathgun
denoun,Other,solutions/Other/denoun.cpp,5187344,2023-01-05T12:23:07+00:00,CPP14,AC,0.003602503,3500.0,https://dmoj.ca/problem/denoun
divmod,Other,solutions/Other/divmod.c,5405708,2023-03-12T16:58:19+00:00,C,AC,0.301760538,1564.0,https://dmoj.ca/problem/divmod
dmopc13c1p4,DMOPC,solutions/DMOPC/dmopc13c1p4.java,4899847,2022-10-03T11:30:37+00:00,JAVA,AC,1.853788875,74460.0,https://dmoj.ca/problem/dmopc13c1p4
dmopc13c3p5,DMOPC,solutions/DMOPC/dmopc13c3p5.cpp,5404559,2023-03-11T22:50:48+00:00,CPP14,AC,0.075032419,23236.0,https://dmoj.ca/problem/dmopc13c3p5
dmopc14c1p2,DMOPC,solutions/DMOPC/dmopc14c1p2.cpp,5181066,2023-01-03T12:19:51+00:00,CPP14,AC,0.036469006,3460.0,https://dmoj.ca/problem/dmopc14c1p2
dmopc14c1p3,DMOPC,solutions/DMOPC/dmopc14c1p3.cpp,6122553,2024-01-30T15:07:41+00:00,CPP14,AC,0.122990407,3696.0,https://dmoj.ca/problem/dmopc14c1p3
dmopc14c2p3,DMOPC,solutions/DMOPC/dmopc14c2p3.cpp,5471632,2023-04-13T15:54:35+00:00,CPP14,AC,0.067695987,4012.0,https://dmoj.ca/problem/dmopc14c2p3
dmopc14c2p6,DMOPC,solutions/DMOPC/dmopc14c2p6.cpp,6809617,2024-12-14T20:38:30+00:00,CPP20,AC,0.266034308,6856.0,https://dmoj.ca/problem/dmopc14c2p6
dmopc14c3p1,DMOPC,solutions/DMOPC/dmopc14c3p1.cpp,5069595,2022-11-27T03:34:48+00:00,CPP14,AC,0.035227484,3508.0,https://dmoj.ca/problem/dmopc14c3p1
dmopc14c3p4,DMOPC,solutions/DMOPC/dmopc14c3p4.cpp,4832698,2022-09-12T03:25:32+00:00,CPP14,AC,2.292588997,26880.0,https://dmoj.ca/problem/dmopc14c3p4
dmopc14c3p6,DMOPC,solutions/DMOPC/dmopc14c3p6.cpp,5361490,2023-02-21T03:25:39+00:00,CPP14,AC,0.367931767,3504.0,https://dmoj.ca/problem/dmopc14c3p6
dmopc14c4p3,DMOPC,solutions/DMOPC/dmopc14c4p3.cpp,5466952,2023-04-11T02:36:39+00:00,CPP14,AC,0.253113476,15576.0,https://dmoj.ca/problem/dmopc14c4p3
dmopc14c4p6,DMOPC,solutions/DMOPC/dmopc14c4p6.cpp,5376111,2023-02-26T17:39:47+00:00,CPP14,AC,2.901859805,65860.0,https://dmoj.ca/problem/dmopc14c4p6
dmopc14c5p1,DMOPC,solutions/DMOPC/dmopc14c5p1.cpp,5090252,2022-12-04T19:13:34+00:00,CPP14,AC,0.019659798,3640.0,https://dmoj.ca/problem/dmopc14c5p1
dmopc14c5p2,DMOPC,solutions/DMOPC/dmopc14c5p2.cpp,5229315,2023-01-19T02:51:25+00:00,CPP14,AC,0.043783563,3472.0,https://dmoj.ca/problem/dmopc14c5p2
dmopc14c6p4,DMOPC,solutions/DMOPC/dmopc14c6p4.cpp,5539316,2023-05-13T19:18:04+00:00,CPP14,AC,0.033571188,3436.0,https://dmoj.ca/problem/dmopc14c6p4
dmopc14c7p4,DMOPC,solutions/DMOPC/dmopc14c7p4.c,5413044,2023-03-16T17:42:03+00:00,C,AC,0.137825556,1508.0,https://dmoj.ca/problem/dmopc14c7p4
dmopc14c7p5,DMOPC,solutions/DMOPC/dmopc14c7p5.cpp,6123908,2024-01-30T22:49:23+00:00,CPP14,AC,0.246488097,4756.0,https://dmoj.ca/problem/dmopc14c7p5
dmopc15c1p4,DMOPC,solutions/DMOPC/dmopc15c1p4.java,5495486,2023-04-22T19:32:41+00:00,JAVA,AC,11.15032334,65684.0,https://dmoj.ca/problem/dmopc15c1p4
dmopc15c1p5,DMOPC,solutions/DMOPC/dmopc15c1p5.cpp,6125067,2024-01-31T03:33:37+00:00,CPP14,AC,0.578574495,3748.0,https://dmoj.ca/problem/dmopc15c1p5
dmopc15c2p1,DMOPC,solutions/DMOPC/dmopc15c2p1.cpp,6123933,2024-01-30T22:56:25+00:00,CPP14,AC,0.033896998,3440.0,https://dmoj.ca/problem/dmopc15c2p1
dmopc15c3p2,DMOPC,solutions/DMOPC/dmopc15c3p2.cpp,6094861,2024-01-21T14:06:36+00:00,CPP14,AC,0.140035694,3920.0,https://dmoj.ca/problem/dmopc15c3p2
dmopc15c3p5,DMOPC,solutions/DMOPC/dmopc15c3p5.cpp,6128481,2024-02-01T03:09:22+00:00,CPP14,AC,1.06045476,36280.0,https://dmoj.ca/problem/dmopc15c3p5
dmopc15c4p2,DMOPC,solutions/DMOPC/dmopc15c4p2.cpp,5472189,2023-04-13T20:26:22+00:00,CPP14,AC,0.339382274,3504.0,https://dmoj.ca/problem/dmopc15c4p2
dmopc15c4p4,DMOPC,solutions/DMOPC/dmopc15c4p4.cpp,5372612,2023-02-25T14:52:34+00:00,CPP03,AC,0.96903916,5024.0,https://dmoj.ca/problem/dmopc15c4p4
dmopc15c6p3,DMOPC,solutions/DMOPC/dmopc15c6p3.cpp,6175318,2024-02-11T19:14:57+00:00,CPP14,AC,0.335277129,4756.0,https://dmoj.ca/problem/dmopc15c6p3
dmopc15c6p4,DMOPC,solutions/DMOPC/dmopc15c6p4.cpp,5222654,2023-01-17T02:04:27+00:00,CPP14,AC,0.577708937,5296.0,https://dmoj.ca/problem/dmopc15c6p4
dmopc15c6p5,DMOPC,solutions/DMOPC/dmopc15c6p5.cpp,4863010,2022-09-22T11:06:30+00:00,CPP14,AC,0.609246504,45232.0,https://dmoj.ca/problem/dmopc15c6p5
